match,team,Alliance Color,Scouter Name,Auton Cones Lower,Auton Cubes Lower,Auton Cones Mid,Auton Cubes Mid,Auton Cones Upper,Auton Cubes Upper,Auton Charge Station,Teleop Cones Lower,Teleop Cubes Lower,Teleop Cones Mid,Teleop Cubes Mid,Teleop Cones Upper,Teleop Cubes Upper,Piece Pickup,Charge Station,Under Defense,Other Notes,Defense Rating,Defense Notes,Robot Rating,Auton Points,Teleop Points,Total Points
17,2468,Red,Arunima,0,0,0,0,0,1,Engaged,0,2,0,3,1,0,Double Substation,Engaged,3 - Continues to score normally,Smooth intake and agile driving ,0 - did not play defense,None,2 - contribute to score or elite defense,18,28,46
2,2468,Blue,Varsha,0,0,0,0,1,1,Docked,0,2,2,2,2,2,Floor,Engaged,3 - Continues to score normally,Good at dodging opponets missed scoring 2 pieces fast at cube scoring ,0 - did not play defense,None,2.5 - highly competitive robot,20,46,66
27,2468,Red,Ishan ,0,0,0,0,1,1,Engaged,1,0,0,0,2,1,Double Substation,Engaged,0 - Was not under heavy defense,Lost scoring ability mid matched and played defense also prefers cones ,2 - prevented some cargo,Blocked robots and knocked them hard enough to shake the game peices out Bumper died ,2 - contribute to score or elite defense,24,27,51
35,2468,Red,Pranav,0,0,0,0,1,1,Engaged,2,3,2,0,1,0,Double Substation,Not Attempted,0 - Was not under heavy defense,Prefers cones willing to take on for the team to score extra points ,0 - did not play defense,,2.5 - highly competitive robot,24,21,45
47,2468,Blue,Mahima,0,1,0,0,1,0,Not Attempted,1,1,2,1,3,0,Double Substation,Engaged,0 - Was not under heavy defense,Quick cycle time focused on cones at high node,0 - did not play defense,None,2 - contribute to score or elite defense,9,38,47
15,2481,Blue,Mahima,0,0,0,0,1,0,Not Attempted,2,2,1,1,2,0,Floor,Engaged,0 - Was not under heavy defense,Auton path failed only got to score the cone not cubes though fast positioning at grid,0 - did not play defense,None,1.5 - not a strong scorer or defender,6,34,40
35,2481,Blue,Prisha,0,0,0,0,0,0,Not Attempted,3,0,1,2,1,1,Both,Engaged,0 - Was not under heavy defense,,3 - prevented significant scoring,Caused traffic amongst other robots,1.5 - not a strong scorer or defender,0,35,35
48,2481,Red,Prisha,0,0,0,0,0,0,Engaged,2,0,3,1,2,1,Both,Engaged,1 - Cannot score under heavy defense,Easily to throw off course ,3 - prevented significant scoring,Knocking cargo from other robots,2 - contribute to score or elite defense,12,41,53
58,2481,Blue,Mahima,0,0,0,1,1,1,Not Attempted,1,0,2,0,2,1,Both,Engaged,0 - Was not under heavy defense,Mostly scored cones dropped a few cubes at the single sub ,0 - did not play defense,None,2 - contribute to score or elite defense,16,33,49
6,2481,Red,Sanjay,0,0,0,0,1,0,Docked,1,2,1,1,1,1,Floor,Engaged,1 - Cannot score under heavy defense,Unintentional defense from their team mates prevented them from scoring multiple times popped cube,0 - did not play defense,Played offense but popped cube and proceeded to try to score it,1.5 - not a strong scorer or defender,14,32,46
18,2539,Red,Pranav,0,0,0,0,1,0,Not Attempted,0,1,3,2,2,2,Double Substation,Engaged,3 - Continues to score normally,,2 - prevented some cargo,Caused other robots to drop object,2.5 - highly competitive robot,6,47,53
29,2539,Blue,Prisha,0,0,0,0,1,0,Not Attempted,0,3,2,3,0,1,Floor,Engaged,3 - Continues to score normally,Was able to adapt quickly to offense and change path,3 - prevented significant scoring,Caused another robot to drop object and crash into several other robots ,2.5 - highly competitive robot,6,36,42
36,2539,Blue,Sanjay,0,0,0,0,1,0,Not Attempted,0,2,0,2,1,2,Double Substation,Engaged,0 - Was not under heavy defense,rocked heavily back and forth due to unstable weight efficient cycle time efficient scoring mech,0 - did not play defense,no defense,2 - contribute to score or elite defense,6,35,41
4,2539,Red,Arunima,0,0,0,1,1,0,Not Attempted,0,4,0,3,0,2,Floor,Engaged,3 - Continues to score normally,Weight is unbalanced on the sides so robot is very tippy,2 - prevented some cargo,Held up well during collisions and continued to score normally ,2 - contribute to score or elite defense,10,37,47
49,2539,Blue,Mahima,0,0,0,1,1,0,Not Attempted,1,1,1,1,2,1,Double Substation,Engaged,0 - Was not under heavy defense,Very fast lining up at grid for high nod but almost tipped over when crossing charge station ,0 - did not play defense,None,2.5 - highly competitive robot,10,35,45
21,2614,Blue,Varsha ,0,0,1,1,0,0,Not Attempted,0,1,1,2,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Slow at scoring but like meh at everything else ,0 - did not play defense,,1.5 - not a strong scorer or defender,8,31,39
29,2614,Red,Arunima,0,0,0,0,1,1,Not Attempted,0,0,0,1,0,1,Double Substation,Not Attempted,0 - Was not under heavy defense,Stopped working in teleop and started jerking around a lot,0 - did not play defense,None,1 - does not contribute much to scoring,12,8,20
39,2614,Red,Vignesh ,0,0,1,0,0,1,Not Attempted,1,1,1,1,2,0,Both,Docked,0 - Was not under heavy defense,Agile robot but a little bit unbalanced ,0 - did not play defense,No defense,2 - contribute to score or elite defense,10,26,36
54,2614,Red,Arunima,0,0,1,0,0,0,Engaged,0,0,1,2,0,0,Double Substation,Engaged,0 - Was not under heavy defense,Broke a piece of the charge station while trying to engage but otherwise smooth intake and driving ,0 - did not play defense,None,1.5 - not a strong scorer or defender,16,19,35
63,2614,Blue,Mahima,0,0,1,1,0,1,Not Attempted,0,3,0,0,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Almost tipped over the entire single sub station then started to play safe and score low cubes,0 - did not play defense,None,1.5 - not a strong scorer or defender,14,26,40
9,2614,Blue,Vignesh ,1,0,0,0,0,0,Engaged,0,1,2,0,3,0,Double Substation,Engaged,0 - Was not under heavy defense,Only gathered pieces from double sub station Overall pretty good scorer,0 - did not play defense,No defense ,2 - contribute to score or elite defense,15,33,48
14,2767,Red,Arunima,0,0,0,1,1,1,Not Attempted,3,1,2,1,1,0,Double Substation,Engaged,3 - Continues to score normally,Really good auton and agile driving and smooth intake ,0 - did not play defense,None,2.5 - highly competitive robot,16,32,48
33,2767,Blue,Varsha,0,0,0,1,1,1,Not Attempted,0,0,0,1,3,3,Both,Engaged,0 - Was not under heavy defense,Fast at scoring ,0 - did not play defense,,2.5 - highly competitive robot,16,43,59
41,2767,Blue,Pranav,0,0,0,0,1,0,Engaged,0,1,2,1,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Has trouble Alibing done onto pole ,0 - did not play defense,,2.5 - highly competitive robot,18,31,49
49,2767,Red,Arunima,0,0,0,0,1,1,Not Attempted,1,0,1,2,0,2,Double Substation,Engaged,3 - Continues to score normally,Help up well during collisions and dodged other robots well ,0 - did not play defense,None,2 - contribute to score or elite defense,12,31,43
6,2767,Blue,Mahima,0,0,0,0,1,0,Not Attempted,0,0,3,3,1,1,Double Substation,Docked,1 - Cannot score under heavy defense,Almsot tipped over because of defense needed a few seconds of recovery ,0 - did not play defense,None,2.5 - highly competitive robot,6,34,40
13,2910,Red,Pranav,0,0,0,0,1,1,Not Attempted,0,5,2,1,1,0,Double Substation,Engaged,0 - Was not under heavy defense,Tends to hit charge station and fly off but is always able to get back on its base can take any piec,0 - did not play defense,,3 - likely captain on 1st or 2nd alliance,12,34,46
29,2910,Blue,Prisha,0,0,0,0,1,1,Not Attempted,0,2,2,1,1,1,Double Substation,Engaged,0 - Was not under heavy defense,,2 - prevented some cargo,Hit with robot hand rather than using force of the full robot,2 - contribute to score or elite defense,12,33,45
37,2910,Red,Ishan,0,1,0,0,1,1,Not Attempted,0,0,2,2,2,2,Double Substation,Docked,3 - Continues to score normally,Didnt let defense slow it down ,0 - did not play defense,Played offense really fast cycle time and scored alot,3 - likely captain on 1st or 2nd alliance,15,38,53
53,2910,Blue,Sanjay,0,1,0,0,1,1,Not Attempted,0,1,2,0,2,2,Double Substation,Engaged,0 - Was not under heavy defense,flipped itself over great cycle time under 2 second piece placement and pickup respectively,0 - did not play defense,not much,2 - contribute to score or elite defense,15,38,53
6,2910,Red,Pranav ,0,0,0,0,1,1,Engaged,0,2,2,2,2,2,Double Substation,Engaged,0 - Was not under heavy defense,Takes both peices has lights to indicate peice wanted and has fast moving fluid arm and swerve drive,0 - did not play defense,,2.5 - highly competitive robot,24,46,70
65,2910,Red,Arunima,0,0,0,0,0,1,Not Attempted,2,0,2,0,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Smooth intake and agile navigation dodges collisions from other bots pretty well ,0 - did not play defense,None,2 - contribute to score or elite defense,6,30,36
12,3175,Red,Arunima,0,0,0,0,1,0,Not Attempted,0,0,0,1,1,1,Double Substation,Engaged,0 - Was not under heavy defense,Disconnected often and jerky driving ,0 - did not play defense,None,1.5 - not a strong scorer or defender,6,23,29
25,3175,Red,Arunima,0,2,0,0,1,0,Not Attempted,0,6,0,0,0,1,Floor,Engaged,0 - Was not under heavy defense,Only picked up cones during teleop had a good auton and smooth driving ,0 - did not play defense,None,2.5 - highly competitive robot,12,27,39
28,3175,Red,Ishan,0,0,0,0,1,0,Not Attempted,0,5,0,0,1,1,Double Substation,Docked,0 - Was not under heavy defense,All offense no one was defending them but their robot started limping probably just a bad battery ,0 - did not play defense,Played offense scoring lots of low cubes,2 - contribute to score or elite defense,6,26,32
3,3175,Red,Arunima,0,0,0,0,1,0,Not Attempted,0,0,0,1,0,0,Floor,Engaged,0 - Was not under heavy defense,Seemed to have disconnected for majority of match Did not score much and intake had some trouble,0 - did not play defense,No defense,1.5 - not a strong scorer or defender,6,13,19
47,3175,Blue,Pranav,0,1,0,0,1,0,Not Attempted,1,1,1,1,2,1,Double Substation,Engaged,0 - Was not under heavy defense,,0 - did not play defense,,2.5 - highly competitive robot,9,35,44
58,3175,Red,Vignesh ,0,0,0,1,1,0,Not Attempted,1,1,0,0,2,1,Floor,Not Attempted,0 - Was not under heavy defense,Trouble picking up game pieces and dropped some too,0 - did not play defense,None ,1.5 - not a strong scorer or defender,10,19,29
19,3176,Blue,Varsha,0,2,0,0,0,0,Not Attempted,0,0,0,0,0,2,Double Substation,Docked,0 - Was not under heavy defense,Super slow at scoring and intaking ,0 - did not play defense,,1 - does not contribute much to scoring,6,16,22
28,3176,Red,Arunima,0,0,0,0,1,0,Not Attempted,0,0,0,0,1,0,Double Substation,Docked,0 - Was not under heavy defense,Moved extremely slowly across the playing field and didnt score much at all,0 - did not play defense,None,1 - does not contribute much to scoring,6,11,17
36,3176,Red,Ishan,0,0,0,0,0,0,Not Attempted,0,1,2,0,0,1,Double Substation,Docked,2 - Scoring impacted by defense,Slow cycle time spent half the game trying to pick up a cube,0 - did not play defense,No defense only offense ,1 - does not contribute much to scoring,0,19,19
56,3176,Red,,0,0,0,0,0,0,Not Attempted,0,4,0,1,0,0,Floor,Engaged,0 - Was not under heavy defense,,0 - did not play defense,,1.5 - not a strong scorer or defender,0,21,21
9,3176,Blue,Mahima,0,0,0,0,0,0,Not Attempted,0,1,0,2,0,2,Both,Engaged,0 - Was not under heavy defense,Every bit design can tip very easily failed auton with cubes ,0 - did not play defense,None,1.5 - not a strong scorer or defender,0,28,28
12,3184,Red,Sanjay,0,1,0,1,0,1,Not Attempted,1,0,2,0,3,2,Double Substation,Engaged,0 - Was not under heavy defense,agile movement efficient scoring auton worked as intended ,0 - did not play defense,no defense ,2 - contribute to score or elite defense,13,43,56
20,3184,Blue,Vignesh ,0,1,0,0,0,1,Not Attempted,1,0,2,0,3,0,Double Substation,Engaged,0 - Was not under heavy defense,Unstable fell over but recovered,0 - did not play defense,No defense,1.5 - not a strong scorer or defender,9,33,42
27,3184,Blue,Mahima,0,0,0,0,0,1,Not Attempted,0,0,3,0,1,0,Double Substation,Engaged,1 - Cannot score under heavy defense,Heavily defended by 469 couldnt get across the field but scoring otherwise was consistent ,0 - did not play defense,None,1.5 - not a strong scorer or defender,6,24,30
41,3184,Blue,Sanjay,0,0,0,0,0,1,Engaged,0,0,0,0,2,1,Double Substation,Engaged,0 - Was not under heavy defense,scoring mech broke halfway switched to defense but before it had moderate cycle time and pickup,2 - prevented some cargo,drew fouls and impeded cargo movement overall,2 - contribute to score or elite defense,18,25,43
50,3184,Red,Arunima,0,0,0,0,1,1,Not Attempted,0,0,3,0,2,0,Double Substation,Engaged,3 - Continues to score normally,Held up during collisions and dodged bits well and overall had a smooth intake ,0 - did not play defense,None,2 - contribute to score or elite defense,12,29,41
60,3184,Blue,Mahima,0,0,0,0,0,1,Not Attempted,1,0,0,2,2,0,Double Substation,Not Attempted,0 - Was not under heavy defense,Intake at double sub took about 4 sec each time it was really slow placement at grid was fast,0 - did not play defense,None,2 - contribute to score or elite defense,6,18,24
41,3185,Blue,Prisha ,0,0,0,0,0,0,Engaged,0,1,0,0,2,1,Both,Engaged,2 - Scoring impacted by defense,Change in position ,0 - did not play defense,,1.5 - not a strong scorer or defender,12,27,39
2,325,Red,Pranav ,0,0,0,0,1,1,Not Attempted,0,2,1,2,0,1,Both,Engaged,0 - Was not under heavy defense,Main strategy is cubes its intake system is designed to take cones also,0 - did not play defense,None,2 - contribute to score or elite defense,12,28,40
23,325,Red,Sanjay,0,0,0,0,1,1,Not Attempted,1,0,0,1,2,0,Double Substation,Docked,0 - Was not under heavy defense,took long time to score pieces missed key placements took time at substation ,0 - did not play defense,no defense,2 - contribute to score or elite defense,12,21,33
31,325,Blue,Varsha,0,0,0,0,0,1,Docked,0,0,1,0,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Takes a while to score ,0 - did not play defense,,1.5 - not a strong scorer or defender,14,23,37
40,325,Blue,Mahima,0,0,0,0,0,1,Not Attempted,0,0,0,1,2,1,Double Substation,Docked,0 - Was not under heavy defense,Consistent scoring at high nodes ,0 - did not play defense,None,2 - contribute to score or elite defense,6,24,30
56,325,Blue,Sanjay,0,0,0,0,1,1,Not Attempted,0,1,1,1,1,0,Double Substation,Not Attempted,0 - Was not under heavy defense,swaying movements throughout match dropped pieces once or twice longer cycle time than competiton,0 - did not play defense,none,2 - contribute to score or elite defense,12,13,25
67,325,Red,Prisha,0,0,0,0,1,1,Not Attempted,1,0,0,1,1,0,Floor,Engaged,0 - Was not under heavy defense,,0 - did not play defense,,2 - contribute to score or elite defense,12,20,32
22,33,Blue,Mahima,0,0,0,1,1,1,Not Attempted,1,0,1,0,4,0,Double Substation,Engaged,0 - Was not under heavy defense,Never dropped piece but very slow at position cones on mid and upper nodes 4 or 5 sec on position ,0 - did not play defense,None,2 - contribute to score or elite defense,16,35,51
30,33,Red,Arunima,0,0,0,0,1,0,Not Attempted,0,2,1,1,1,1,Floor,Engaged,3 - Continues to score normally,Smooth intake and agile driving sometimes tippy when stopping to score and while turning ,2 - prevented some cargo,Collided with other bots and caused them to drop their pieces ,2 - contribute to score or elite defense,6,30,36
37,33,Blue,Sanjay,0,0,0,1,1,0,Not Attempted,2,0,2,1,1,1,Both,Engaged,0 - Was not under heavy defense,good cycle time very efficient scoring no discernible mistakes expect auton fumbled a cube early on ,0 - did not play defense,no defense ,2 - contribute to score or elite defense,10,33,43
49,33,Blue,Pranav,0,0,0,1,1,1,Not Attempted,1,0,3,0,3,0,Double Substation,Engaged,0 - Was not under heavy defense,Can do both prefers cones takes time to align cones on pole sometimes ,0 - did not play defense,,3 - likely captain on 1st or 2nd alliance,16,36,52
60,33,Red,Prisha,0,0,0,0,1,0,Not Attempted,1,2,3,0,3,0,Both,Engaged,2 - Scoring impacted by defense,Easily blocked and pushed off course ,0 - did not play defense,Lost cargo,2 - contribute to score or elite defense,6,40,46
9,33,Red,Pranav ,0,0,0,1,1,0,Not Attempted,0,1,0,0,2,1,Double Substation,Engaged,0 - Was not under heavy defense,Disabled mid round but got back online prefers a mix of both cubes and cones ,0 - did not play defense,,1.5 - not a strong scorer or defender,10,27,37
11,3357,Red,Arunima,0,0,0,0,1,0,Engaged,0,1,2,0,0,0,Floor,Engaged,2 - Scoring impacted by defense,Gets knocked around very easily and fell over but got back up with help from 118,0 - did not play defense,None,1.5 - not a strong scorer or defender,18,18,36
22,3357,Red,Sanjay,0,1,0,0,1,0,Not Attempted,2,0,2,1,0,0,Floor,Engaged,0 - Was not under heavy defense,auton didnt work and missed a piece very good teleop cycle time and scoring pace ,2 - prevented some cargo,blocked robots here and there and stopped cargo once or twice ,2 - contribute to score or elite defense,9,23,32
31,3357,Red,Arunima,0,1,0,0,1,1,Not Attempted,2,0,2,0,2,1,Double Substation,Engaged,0 - Was not under heavy defense,Very smooth driving and navigation quick at scoring cones ,0 - did not play defense,None,2 - contribute to score or elite defense,15,35,50
43,3357,Blue,Pranav ,0,0,0,0,0,0,Engaged,0,1,1,0,3,2,Double Substation,Engaged,0 - Was not under heavy defense,Can score either piece but not from floor also has consistent smooth cycles ,0 - did not play defense,,2.5 - highly competitive robot,12,40,52
54,3357,Blue,Mahima,0,0,0,0,1,0,Not Attempted,1,3,2,1,1,1,Both,Engaged,0 - Was not under heavy defense,Failed auton was supposed to pic up 2 additional cubes for mid and low node,0 - did not play defense,None,2.5 - highly competitive robot,6,37,43
64,3357,Blue,Sanjay,0,1,0,0,1,1,Not Attempted,0,1,1,0,2,1,Double Substation,Engaged,0 - Was not under heavy defense,spent half the match at substation trying to pick up pieces limited promising scoring potential ,0 - did not play defense,none much,2 - contribute to score or elite defense,15,30,45
16,3538,Blue,Vignesh,0,0,0,0,1,1,Not Attempted,1,3,2,0,1,0,Both,Engaged,0 - Was not under heavy defense,Picked up and scored fast ,0 - did not play defense,No defense ,2 - contribute to score or elite defense,12,29,41
26,3538,Blue,Varsha,0,0,0,0,1,1,Not Attempted,1,1,2,0,2,1,Floor,Engaged,2 - Scoring impacted by defense,Kept colliding with other robots got stuck in charge station slow at scoring ,0 - did not play defense,,2 - contribute to score or elite defense,12,35,47
37,3538,Red,Arunima,0,0,0,0,1,0,Not Attempted,0,2,3,0,1,1,Both,Failed,0 - Was not under heavy defense,Good intake and playing field navigation ,0 - did not play defense,None,2 - contribute to score or elite defense,6,23,29
48,3538,Blue,Mahima,0,0,0,1,0,0,Engaged,2,0,3,1,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Extremely fast DIDNT drop a single game piece took some time at the single substation ,0 - did not play defense,None,2.5 - highly competitive robot,16,36,52
62,3538,Red,Prisha ,0,0,0,0,1,0,Engaged,0,0,0,0,1,0,Double Substation,Not Attempted,0 - Was not under heavy defense,Tangled with another robot,0 - did not play defense,None ,1 - does not contribute much to scoring,18,5,23
12,3641,Blue,Mahima,0,0,0,0,1,0,Not Attempted,3,0,1,1,1,1,N/A,Engaged,0 - Was not under heavy defense,Very slow intaking at single sub takes a while to position cones at mid and high nodes,0 - did not play defense,None,2 - contribute to score or elite defense,6,32,38
22,3641,Red,Pranav,0,0,0,0,1,0,Failed,0,1,1,1,1,1,Double Substation,Engaged,0 - Was not under heavy defense,Decent cycle time prefers cones more can pickup off floor ,0 - did not play defense,,2 - contribute to score or elite defense,6,28,34
30,3641,Red,Vignesh ,0,0,0,0,1,0,Engaged,3,0,3,0,1,1,Floor,Engaged,0 - Was not under heavy defense,Only picked up cones from single substation,0 - did not play defense,No defense ,2 - contribute to score or elite defense,18,35,53
39,3641,Red,Ishan,0,0,0,0,1,1,Not Attempted,1,0,3,1,1,1,Floor,Failed,0 - Was not under heavy defense,Almost everyone playing offense ,0 - did not play defense,Was playing offense and scored many pieces with a fast cycle time,2.5 - highly competitive robot,12,24,36
48,3641,Blue,Sanjay,0,0,0,0,1,0,Not Attempted,1,0,2,1,2,1,Double Substation,Not Attempted,0 - Was not under heavy defense,quick cycle time piece placement was rapid agile movement all around ,0 - did not play defense,no defense,2 - contribute to score or elite defense,6,26,32
61,3641,Blue,Sanjay,0,0,0,0,1,0,Not Attempted,1,0,3,0,1,0,Floor,Failed,0 - Was not under heavy defense,good cycle time dropped pieces often but consistent scoring overall,0 - did not play defense,not much,2 - contribute to score or elite defense,6,16,22
13,3655,Blue,Vignesh,0,1,0,0,0,0,Not Attempted,1,0,1,0,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Got cones usually from single substation ,0 - did not play defense,No defense ,1 - does not contribute much to scoring,3,25,28
29,3655,Blue,Mahima,0,0,0,0,0,0,Not Attempted,1,0,0,0,2,1,N/A,Engaged,0 - Was not under heavy defense,Very easy to tip over took a long time to position cones on high node mid node was fast,0 - did not play defense,Nonessential ,2 - contribute to score or elite defense,0,27,27
44,3655,Blue,Pranav,0,0,0,0,1,0,Not Attempted,1,0,0,0,1,1,Double Substation,Engaged,0 - Was not under heavy defense,Slow cycle time sometimes numbed into alliance partners also dropped game pieces prefers cones,0 - did not play defense,,1 - does not contribute much to scoring,6,22,28
5,3655,Red,Arunima,0,1,0,0,0,0,Not Attempted,1,0,2,0,2,0,Double Substation,Engaged,3 - Continues to score normally,Disconnected for a while at beginning of teleop but continued to score normally after ,2 - prevented some cargo,Held up during collisions but is tippy in general ,2 - contribute to score or elite defense,3,28,31
66,3655,Red,Arunima,0,0,0,0,0,1,Not Attempted,1,0,1,0,0,0,Both,Engaged,0 - Was not under heavy defense,Overall pretty standard good intake and driver nav,0 - did not play defense,None,1.5 - not a strong scorer or defender,6,15,21
12,3683,Blue,Varsha,0,1,1,0,0,0,Not Attempted,1,0,3,1,1,1,Floor,Engaged,0 - Was not under heavy defense,Weak grip on cones failed auton fast scoring good driving ,0 - did not play defense,,2 - contribute to score or elite defense,7,34,41
24,3683,Blue,Vignesh ,0,0,1,0,0,0,Not Attempted,0,3,1,1,2,1,Both,Engaged,0 - Was not under heavy defense,Fast reaction time and scoring time ,0 - did not play defense,No defense ,2 - contribute to score or elite defense,4,37,41
3,3683,Red,Pranav,0,0,0,0,0,1,Engaged,0,0,3,1,3,1,Double Substation,Engaged,0 - Was not under heavy defense,Prefers cones ,0 - did not play defense,,2.5 - highly competitive robot,18,42,60
46,3683,Red,Prisha,0,0,0,0,0,0,Not Attempted,1,0,1,0,2,0,Double Substation,Engaged,1 - Cannot score under heavy defense,,2 - prevented some cargo,Caused traffic ,1.5 - not a strong scorer or defender,0,25,25
54,3683,Blue,Pranav,0,1,1,1,0,0,Not Attempted,0,2,1,1,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Continuous decent cycle time with cube preference near end and cones at start,0 - did not play defense,,1.5 - not a strong scorer or defender,11,30,41
68,3683,Red,Vignesh ,0,1,1,1,0,0,Not Attempted,0,1,2,0,2,1,Floor,Engaged,0 - Was not under heavy defense,,0 - did not play defense,None ,1.5 - not a strong scorer or defender,11,33,44
11,384,Blue,Vignesh ,0,0,0,0,0,1,Not Attempted,1,1,2,2,1,1,Both,Docked,0 - Was not under heavy defense,No other teams were defending them everyone was focused on scoring ,0 - did not play defense,Played offense only scoring,1.5 - not a strong scorer or defender,6,32,38
20,384,Blue,Varsha,0,0,0,0,0,1,Not Attempted,0,0,2,0,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Slow at intaking struggles at climbing station lunches cube in auton ,0 - did not play defense,,1.5 - not a strong scorer or defender,6,26,32
32,384,Blue,Mahima,0,0,0,1,0,0,Engaged,0,0,2,0,3,0,Double Substation,Failed,0 - Was not under heavy defense,Fast at positioning mid and high grid cones ,0 - did not play defense,None,2 - contribute to score or elite defense,16,21,37
48,384,Blue,Pranav ,0,0,0,0,0,0,Engaged,2,0,1,1,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Slow cycles consistent and sometimes has trouble along cone into pole,0 - did not play defense,,1.5 - not a strong scorer or defender,12,30,42
60,384,Red,Arunima,0,0,0,0,0,1,Engaged,0,0,0,1,3,0,Double Substation,Engaged,3 - Continues to score normally,Held up even with multiple collisions and smooth intake and scoring cones,0 - did not play defense,None,2 - contribute to score or elite defense,18,28,46
14,3940,Blue,Mahima,0,0,0,0,0,1,Not Attempted,1,0,3,2,0,0,N/A,Engaged,0 - Was not under heavy defense,stuck to mid rung slow at single sub station ,0 - did not play defense,None,1.5 - not a strong scorer or defender,6,27,33
25,3940,Red,Ishan,0,0,0,0,0,1,Docked,0,0,0,0,4,0,Double Substation,Docked,1 - Cannot score under heavy defense,Blocked by teammates in double sub station and lost a lot of time  when hit by robot it spun out,1 - ineffective defense,Hit a few robots but didnt more bad to themselves than the other robot,1.5 - not a strong scorer or defender,14,26,40
46,3940,Red,Arunima,0,0,0,0,0,1,Not Attempted,1,0,0,1,0,2,Both,Engaged,3 - Continues to score normally,Tippy when navigating the playing field good intake ,0 - did not play defense,None,1.5 - not a strong scorer or defender,6,25,31
55,3940,Blue,Mahima,0,0,0,0,0,1,Engaged,0,4,0,0,1,0,Both,Engaged,0 - Was not under heavy defense,Started of at single sub scoring cones then started dragging cubes to lower node,0 - did not play defense,None,1.5 - not a strong scorer or defender,18,23,41
6,3940,Blue,Vignesh ,0,0,0,0,0,1,Failed,0,2,1,0,1,0,Floor,Failed,0 - Was not under heavy defense,Dropped game pieces and was wobbly overall There were moments when a game piece was stuck in robot,0 - did not play defense,No defense ,1 - does not contribute much to scoring,6,12,18
20,4028,Red,Pranav,0,0,0,0,1,0,Not Attempted,0,1,0,0,3,1,Double Substation,Failed,0 - Was not under heavy defense,Consistent cone scoring can take cubes has an ok cycle time ,0 - did not play defense,,2 - contribute to score or elite defense,6,22,28
31,4028,Blue,Mahima,0,1,0,0,1,1,Not Attempted,0,2,0,2,0,0,Double Substation,Engaged,0 - Was not under heavy defense,Keep scoring in spaces where there was already a game piece shut down for about 30 sec mid game,0 - did not play defense,Never did,1 - does not contribute much to scoring,15,20,35
45,4028,Red,Prisha ,0,0,0,0,0,0,Not Attempted,0,3,1,2,2,1,Double Substation,Failed,1 - Cannot score under heavy defense,Cargo is knocked out of robot grasp,1 - ineffective defense,Didnt affect robot,1 - does not contribute much to scoring,0,30,30
55,4028,Blue,Sanjay,0,0,0,0,0,1,Not Attempted,0,0,5,1,3,0,Double Substation,Engaged,0 - Was not under heavy defense,very agile very quick substation turnaround and overall good cycle time ,0 - did not play defense,little defense ,2 - contribute to score or elite defense,6,43,49
62,4028,Red,Vignesh ,0,1,0,0,1,1,Not Attempted,1,1,1,1,2,0,Double Substation,Not Attempted,0 - Was not under heavy defense,Even though both their teammates were out of the match they still kept scoring efficiently ,0 - did not play defense,None ,2 - contribute to score or elite defense,15,20,35
9,4028,Blue,Varsha,0,1,0,0,1,1,Not Attempted,1,2,3,0,2,0,Double Substation,Engaged,0 - Was not under heavy defense,Really good driving slow scoring ,0 - did not play defense,,2.5 - highly competitive robot,15,35,50
10,4039,Blue,Varsha,0,0,0,0,1,0,Engaged,0,0,2,1,0,1,Floor,Engaged,0 - Was not under heavy defense,Collided a bunch with robots almost fell when climbing charge station weak scoring aim,0 - did not play defense,,1.5 - not a strong scorer or defender,18,24,42
19,4039,Red,Arunima,0,1,0,0,0,0,Not Attempted,2,3,1,0,1,0,Double Substation,Engaged,3 - Continues to score normally,Agile and smooth intake Scores pieces really quickly but is jerky when stopping ,0 - did not play defense,None,2 - contribute to score or elite defense,3,28,31
26,4039,Red,Vignesh ,0,0,0,0,0,1,Not Attempted,2,2,2,0,1,0,Both,Engaged,2 - Scoring impacted by defense,Very fast but dropped game pieces sometimes ,0 - did not play defense,No defense,2 - contribute to score or elite defense,6,29,35
46,4039,Red,Vignesh,0,1,0,0,0,0,Not Attempted,0,0,0,1,0,0,N/A,Not Attempted,0 - Was not under heavy defense,flipped over and were inactive,0 - did not play defense,None ,1 - does not contribute much to scoring,3,3,6
58,4039,Blue,Sanjay,0,1,0,0,0,0,Not Attempted,0,0,3,2,2,1,Floor,Engaged,3 - Continues to score normally,good cycle time good under heavy contact kept pieces under control and scored them quickly,0 - did not play defense,no defense,2 - contribute to score or elite defense,3,40,43
65,4039,Red,Vignesh,0,0,1,0,0,1,Not Attempted,0,0,1,1,1,1,Floor,Engaged,0 - Was not under heavy defense,Struggled to grab game pieces from single substation,0 - did not play defense,No defense ,1.5 - not a strong scorer or defender,10,26,36
